Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Week,CPI,LastCPI,Distance2
Reservoir,1/126 St Vigeons Rd,2,u,350000,PI,Ray,22-05-2016,11.2,17,108.2,108.4,14.4
Sunshine,3/2 Alexandra Av,2,u,350000,SP,Jas,16-07-2016,12.6,25,108.2,108.4,13.4
Sunshine West,3/14 Smart St,2,u,350000,S,Bells,24-09-2016,13.5,35,108.6,108.2,15.2
Thornbury,4/77 Pender St,2,u,350000,PI,Brace,18-06-2016,6.5,21,108.2,108.4,10.5
Jacana,147 Sunset Bvd,3,h,350000,PI,Barry,07-05-2016,14.5,15,108.2,108.4,16
Glen Huntly,6/99 Neerim Rd,2,u,350000,PI,hockingstuart,18-06-2016,10.4,21,108.2,108.4,13.5
Brunswick West,1/312 Hope St,1,u,351000,PI,Nelson,27-11-2016,5.9,44,108.6,108.2,9.3
Reservoir,2/20 Crookston Rd,2,u,352000,SP,Barry,03-12-2016,11.2,45,109.4,108.6,15.9
Reservoir,3/141 Hickford St,2,u,352000,S,Stockdale,19-11-2016,11.2,43,108.6,108.2,14.6
Parkville,14/18 Lennon St,1,u,352500,S,Jellis,08-10-2016,2.6,37,108.6,108.2,3.8
St Kilda,26/11 Marine Pde,1,u,354000,S,McGrath,30-07-2016,6.1,27,108.2,108.4,8.8
Maribyrnong,8/42 Wests Rd,2,t,355000,SP,Biggin,04-06-2016,8.7,19,108.2,108.4,11.5
Reservoir,2/50 Lane Cr,2,t,355000,PI,Barry,03-09-2016,11.2,32,108.6,108.2,15.7
Seddon,10/117 Albert St,2,u,355000,S,Sweeney,24-09-2016,6.6,35,108.6,108.2,6.9
Williamstown North,4/9 Adeline St,1,u,355000,S,Sweeney,27-11-2016,8.9,44,108.6,108.2,14.7
Elwood,7/8 John St,1,u,357000,S,Chisholm,07-05-2016,7.7,15,108.2,108.4,9.2
Footscray,1/38 Lynch St,1,u,357000,S,Village,06-08-2016,6.4,28,108.6,108.2,6.7
Melbourne,420/539 St Kilda Rd,1,u,357500,S,hockingstuart,27-11-2016,2.8,44,108.6,108.2,6.3
Reservoir,4/134 McMahon Rd,2,u,357500,S,Ray,07-05-2016,11.2,15,108.2,108.4,13.6
North Melbourne,11/368 Dryburgh St,1,u,358000,SP,Jellis,27-11-2016,2.3,44,108.6,108.2,3.4
Fitzroy North,7/14 Rae St,1,u,358500,SP,Jellis,04-03-2017,3.5,58,109.4,108.6,3.4
Oak Park,5/4 Ethel St,3,u,358500,S,Jason,10-09-2016,11.5,33,108.6,108.2,12
Bentleigh,8/11 Brentwood St,2,u,360000,PI,Buxton,06-08-2016,13,28,108.6,108.2,17.5
Carnegie,4/12 Judith St,2,u,360000,VB,Gary,06-08-2016,11.4,28,108.6,108.2,16.2
Essendon,8/30 Nicholson St,2,u,360000,VB,Nelson,27-06-2016,8,22,108.2,108.4,9.8
Flemington,6/47 Railway Pl W,2,u,360000,PI,Nelson,10-12-2016,4.4,46,109.4,108.6,5.8
Footscray,3/22 Pickett St,2,u,360000,S,Trimson,25-02-2017,6.4,57,109.4,108.6,6.9
Heidelberg West,15/459 Waterdale Rd,2,u,360000,SP,Miles,16-04-2016,9.4,12,108.2,108.4,17
Kensington,107/88 Altona St,1,u,360000,VB,Dingle,10-12-2016,4.2,46,109.4,108.6,6.3
Maidstone,4/6 Crefden St,2,u,360000,PI,Pagan,23-04-2016,9.2,13,108.2,108.4,10.6
Melbourne,405/270 King St,2,u,360000,VB,LITTLE,07-11-2016,2.8,41,108.6,108.2,0.9
Melbourne,103/565 Flinders St,2,u,360000,VB,Dingle,28-08-2016,2.8,31,108.6,108.2,1.8
Moonee Ponds,6/7 York St,1,u,360000,SP,Brad,10-12-2016,6.9,46,109.4,108.6,7.8
Pascoe Vale,1/12 Pascoe St,2,u,360000,VB,Barry,30-07-2016,9.9,27,108.2,108.4,13.3
Reservoir,2/7 Mattea Ct,2,u,360000,PI,Barry,13-08-2016,11.2,29,108.6,108.2,14.4
Reservoir,3/94 Purinuan Rd,2,u,360000,S,Stockdale,14-05-2016,11.2,16,108.2,108.4,14.6
Reservoir,2/6 Eisenhower St,2,t,360000,VB,Nelson,23-04-2016,11.2,13,108.2,108.4,13.6
Richmond,4/199 Punt Rd,1,u,360000,S,Biggin,27-11-2016,2.6,44,108.6,108.2,4
South Yarra,19/877 Punt Rd,1,u,360000,VB,Owen,12-11-2016,3.3,42,108.6,108.2,4.3
St Kilda,17/51 Chapel St,1,u,360000,S,McGrath,16-07-2016,6.1,25,108.2,108.4,7.7
St Kilda,1/155 Fitzroy St,1,u,360000,S,Gary,22-08-2016,6.1,30,108.6,108.2,6.7
Thornbury,16/37 Woolton Av,1,u,360000,PI,Nelson,22-08-2016,6.5,30,108.6,108.2,7.7
West Footscray,2/10 Hatfield Ct,2,h,360000,S,Sweeney,08-10-2016,8.2,37,108.6,108.2,10.3
Docklands,2305/241 Harbour Esp,1,u,360000,VB,RT,10-12-2016,1.9,46,109.4,108.6,2.5
South Yarra,2/403 Toorak Rd,1,u,360500,S,hockingstuart,08-10-2016,3.3,37,108.6,108.2,6.3
Ormond,11/18 Ulupna Rd,1,u,360500,S,Buxton,03-12-2016,11.8,45,109.4,108.6,15.8
Richmond,601/10 Burnley St,1,u,362000,S,Biggin,27-11-2016,2.6,44,108.6,108.2,4.8
South Yarra,6/178 Toorak Rd,1,u,362000,S,hockingstuart,03-12-2016,3.3,45,109.4,108.6,5.2
Ormond,10/21 Lillimur Rd,1,u,362000,SP,hockingstuart,26-07-2016,11.8,26,108.2,108.4,16
Carnegie,5/66 Woornack Rd,1,u,363000,S,hockingstuart,04-06-2016,11.4,19,108.2,108.4,20.3
Clifton Hill,3/268 Alexandra Pde E,1,u,363000,S,hockingstuart,27-06-2016,3.4,22,108.2,108.4,5.6
Reservoir,2/27 Erskine Av,2,u,363000,SP,Barry,18-06-2016,11.2,21,108.2,108.4,14.8
Melbourne,703/610 St Kilda Rd,2,u,363500,S,Gary,15-10-2016,2.8,38,108.6,108.2,6
Carnegie,3/9 Maroona Rd,1,u,365000,S,hockingstuart,30-07-2016,11.4,27,108.2,108.4,14.2
Flemington,3/39 Dover St,2,u,365000,PI,Rendina,03-12-2016,4.4,45,109.4,108.6,6
Hawthorn,4/205 Auburn Rd,1,u,365000,PI,Jellis,08-10-2016,4.6,37,108.6,108.2,11.3
Kealba,3 McGrath Cl,3,h,365000,SP,Brad,07-05-2016,15,15,108.2,108.4,21.6
Kensington,114/71 Henry St,1,u,365000,VB,Edward,10-12-2016,4.2,46,109.4,108.6,4.5
Melbourne,318/9 Commercial Rd,1,u,365000,S,hockingstuart,03-12-2016,2.8,45,109.4,108.6,5.2
Reservoir,197 Albert St,2,h,365000,PI,Barry,07-05-2016,11.2,15,108.2,108.4,13.1
Reservoir,3/28 Compton St,2,t,365000,PI,Nelson,18-06-2016,11.2,21,108.2,108.4,13
Thornbury,2/54 Pender St,1,u,365000,S,McGrath,10-12-2016,6.5,46,109.4,108.6,10.5
Hawthorn East,13/84 Campbell Rd,1,u,365000,SP,Jellis,12-11-2016,7.5,42,108.6,108.2,11.8
Collingwood,2/13 Alexander St,1,u,366000,S,Woodards,16-07-2016,1.6,25,108.2,108.4,4.7
Toorak,17/34 Mathoura Rd,1,u,366000,S,Jellis,18-06-2016,4.6,21,108.2,108.4,7.2
South Yarra,24/384 Toorak Rd,1,u,367000,S,hockingstuart,22-05-2016,3.3,17,108.2,108.4,6.4
Williamstown North,13/68 Kororoit Creek Rd,2,u,367500,S,Sweeney,24-09-2016,8.9,35,108.6,108.2,14.6
North Melbourne,107/33 Wreckyn St,1,u,368000,SP,Jellis,10-12-2016,2.3,46,109.4,108.6,1.9
Campbellfield,11 Bailey Ct,3,h,368000,SP,Iconek,03-12-2016,14.5,45,109.4,108.6,25.3
Bentleigh East,4/19 Gray St,1,u,370000,PI,Buxton,08-10-2016,13.9,37,108.6,108.2,23.1
Brunswick,10/285 Brunswick Rd,1,u,370000,S,Jellis,26-07-2016,5.2,26,108.2,108.4,4.8
Brunswick,11/6 Sydney Rd,1,u,370000,S,Nelson,28-05-2016,5.2,18,108.2,108.4,4.1
Brunswick West,8/109 Melville Rd,2,u,370000,VB,Nelson,24-09-2016,5.9,35,108.6,108.2,7.4
Brunswick West,7/5 Allard St,2,u,370000,VB,Jellis,27-06-2016,5.9,22,108.2,108.4,6.6
Carnegie,14/82 Coorigil Rd,2,u,370000,VB,Thomson,26-07-2016,11.4,26,108.2,108.4,20.1
Elwood,7/76 Mitford St,1,u,370000,PI,Hodges,24-09-2016,7.7,35,108.6,108.2,9.1
Essendon,1/10 Loeman St,2,u,370000,PI,Hodges,07-11-2016,8,41,108.6,108.2,9.4
Essendon,1/37 Grice Cr,2,u,370000,S,Considine,22-05-2016,8,17,108.2,108.4,10.3
Essendon,8/19 Fletcher St,2,u,370000,VB,Rendina,25-02-2017,8,57,109.4,108.6,9.4
Essendon,4/11 Spencer St,2,u,370000,VB,Barry,28-08-2016,8,31,108.6,108.2,13.7
Flemington,11/2 Newmarket Wy,2,u,370000,S,Brad,07-11-2016,4.4,41,108.6,108.2,5.1
Footscray,405/250 Barkly St,2,u,370000,SP,Sweeney,18-06-2016,6.4,21,108.2,108.4,6.8
Glenroy,1/919 Pascoe Vale Rd,3,t,370000,PI,Walshe,08-10-2016,13,37,108.6,108.2,14.5
Hawthorn,109/311 Burwood Rd,1,u,370000,PI,Wood,28-08-2016,4.6,31,108.6,108.2,8.5
Heidelberg West,2/287 Liberty Pde,2,t,370000,VB,Miles,07-05-2016,9.4,15,108.2,108.4,14.2
Kensington,119/71 Henry St,1,u,370000,VB,Edward,12-06-2016,4.2,20,108.2,108.4,4.5
Kensington,8/33 Rankins Rd,1,u,370000,PI,Nelson,22-08-2016,4.2,30,108.6,108.2,4.5
Kensington,703/70 Speakmen St,2,u,370000,VB,Brad,27-06-2016,4.2,22,108.2,108.4,7.8
Malvern East,6/5 Peak St,2,u,370000,VB,hockingstuart,14-05-2016,11.2,16,108.2,108.4,16.9
Maribyrnong,8/7 Grandview Av,2,t,370000,PI,Nelson,12-06-2016,8.7,20,108.2,108.4,10.7
Maribyrnong,2/1 Grandview Av,2,t,370000,PI,Hodges,12-11-2016,8.7,42,108.6,108.2,10.7
Melbourne,2/30 Queens Rd,1,u,370000,VB,Buxton,04-06-2016,2.8,19,108.2,108.4,4.7
Melbourne,608/547 Flinders La,2,u,370000,S,MICM,08-10-2016,2.8,37,108.6,108.2,1.2
Northcote,1/54 Emmaline St,1,u,370000,PI,hockingstuart,23-04-2016,5.5,13,108.2,108.4,7.2
Richmond,3/11 Brougham St,1,u,370000,S,Biggin,03-12-2016,2.6,45,109.4,108.6,4
Richmond,3/40 Bridge Rd,1,u,370000,VB,hockingstuart,18-06-2016,2.6,21,108.2,108.4,2.9
South Yarra,12 Stables La,1,u,370000,SP,Marshall,07-05-2016,3.3,15,108.2,108.4,6.2
South Yarra,10/432 Punt Rd,2,u,370000,PI,Hodges,12-11-2016,3.3,42,108.6,108.2,4.7
South Yarra,5/59 Davis Av,1,u,370000,S,Williams,25-02-2017,3.3,57,109.4,108.6,5.2
Southbank,75/285 City Rd,1,u,370000,VB,Dingle,30-07-2016,1.2,27,108.2,108.4,2
Sunshine West,1/66 Talintyre Rd,3,u,370000,S,Melbourne,28-08-2016,13.5,31,108.6,108.2,15
Thornbury,40/337 Station St,1,u,370000,VB,Jellis,03-12-2016,6.5,45,109.4,108.6,9.7
Brunswick East,221/408 Lygon St,1,u,370000,VB,Nelson,15-10-2016,4.5,38,108.6,108.2,5.8
St Kilda,5/240 Barkly St,1,u,370500,S,hockingstuart,10-12-2016,6.1,46,109.4,108.6,8.1
Thornbury,4/77 Pender St,2,u,371000,S,Brace,24-09-2016,6.5,35,108.6,108.2,10.5
Hawthorn East,5/80 Campbell Rd,1,u,371000,PI,O'Donoghues,28-05-2016,7.5,18,108.2,108.4,11.7
Collingwood,307/11 Hoddle St,1,u,372000,SP,Woodards,08-10-2016,1.6,37,108.6,108.2,3.4
Windsor,6/7 Ellesmere Rd,1,u,372000,S,Fletchers,10-12-2016,5.1,46,109.4,108.6,8.3
Malvern East,5/25 Clarence St,1,u,373000,SP,hockingstuart,24-09-2016,11.2,35,108.6,108.2,13.6
Aberfeldie,5/319 Buckley St,2,u,373000,S,Barry,27-11-2016,9.1,44,108.6,108.2,12
Brighton,6/138 New St,1,u,375000,S,hockingstuart,15-10-2016,11.2,38,108.6,108.2,13.7
Footscray,3/8 Eleanor St,2,h,375000,S,Sweeney,07-05-2016,6.4,15,108.2,108.4,8.6
Footscray,105/72 Cross St,1,u,375000,S,Biggin,16-04-2016,6.4,12,108.2,108.4,8.4
Glen Iris,14/1737 Malvern Rd,1,u,375000,PI,Noel,25-02-2017,9.2,57,109.4,108.6,11.6
Melbourne,208/108 Flinders St,1,u,375000,PI,LITTLE,15-10-2016,2.8,38,108.6,108.2,1.1
Melbourne,204/368 Little Collins St,1,u,375000,S,Dingle,24-09-2016,2.8,35,108.6,108.2,0.6
Williamstown,4/54 Yarra St,2,u,375000,SP,Williams,17-09-2016,8,34,108.6,108.2,11.6
Hawthorn East,218/12 Albert St,1,u,375000,PI,hockingstuart,22-05-2016,7.5,17,108.2,108.4,12.3
Glen Huntly,9/115 Neerim Rd,2,u,375000,VB,Ray,25-02-2017,10.4,57,109.4,108.6,13.6
Hughesdale,6/2 Paddington Rd,2,u,375500,S,Gary,12-11-2016,13,42,108.6,108.2,17.5
Reservoir,1/18 Duffy St,2,u,376000,S,Ray,16-04-2016,11.2,12,108.2,108.4,13.6
Fawkner,1b McDougall St,2,h,378000,S,Re,04-06-2016,12.4,19,108.2,108.4,15.4
Bentleigh East,9/7 Derry St,2,u,380000,PI,Buxton,07-05-2016,13.9,15,108.2,108.4,21.9
Bentleigh East,1/6 Brad St,1,u,380000,S,hockingstuart,25-02-2017,13.9,57,109.4,108.6,23.1
Braybrook,1/20 Castley Cr,2,t,380000,PI,Burnham,22-05-2016,10.8,17,108.2,108.4,11.8
Brunswick West,11/7 Egginton St,2,t,380000,VB,Nelson,07-11-2016,5.9,41,108.6,108.2,9.4
Brunswick West,4/22 Murray St,2,u,380000,PI,Brad,10-09-2016,5.9,33,108.6,108.2,9
Brunswick West,4/42 Passfield St,2,u,380000,PI,Jellis,15-10-2016,5.9,38,108.6,108.2,7
Brunswick West,8/82 Hopetoun Av,2,u,380000,S,Nelson,22-05-2016,5.9,17,108.2,108.4,7.9
Carnegie,9/45 Coorigil Rd,2,u,380000,SP,Woodards,19-11-2016,11.4,43,108.6,108.2,20.5
Collingwood,204/2 Johnston St,2,u,380000,PI,hockingstuart,13-08-2016,1.6,29,108.6,108.2,3.3
Flemington,15/17 Ascot Vale Rd,1,u,380000,SP,Biggin,04-03-2017,4.4,58,109.4,108.6,5.5
Keilor East,1/36 Phillip Rd,2,h,380000,S,Nelson,14-05-2016,12.8,16,108.2,108.4,18
Preston,414/388 Murray Rd,2,u,380000,PI,RW,12-11-2016,8.8,42,108.6,108.2,10.2
Reservoir,66 Elinda Pl,2,h,380000,S,Alexkarbon,08-10-2016,11.2,37,108.6,108.2,30.6
Reservoir,4/60 Henty St,2,u,380000,S,Nelson,08-10-2016,11.2,37,108.6,108.2,12.3
Reservoir,2/33 Ashley St,2,t,380000,PI,Barry,12-11-2016,11.2,42,108.6,108.2,12.6
Reservoir,3/7 Mattea Ct,2,u,380000,PI,Barry,13-08-2016,11.2,29,108.6,108.2,14.4
Richmond,106/28 Burnley St,1,u,380000,PI,Collins,15-10-2016,2.6,38,108.6,108.2,4.8
Richmond,103/8 Howard St,1,u,380000,PI,Dingle,22-05-2016,2.6,17,108.2,108.4,5.1
South Melbourne,6b Napier St,1,u,380000,VB,Cayzer,15-10-2016,2.1,38,108.6,108.2,3.5
South Yarra,6/97 Osborne St,1,u,380000,S,hockingstuart,10-12-2016,3.3,46,109.4,108.6,5.3
Southbank,2503/109 Clarendon St,2,u,380000,PI,Greg,13-08-2016,1.2,29,108.6,108.2,2.2
St Kilda,31/12 Clyde St,1,u,380000,PI,McGrath,03-09-2016,6.1,32,108.6,108.2,7.6
St Kilda,32/10 Acland St,1,u,380000,S,Whiting,04-06-2016,6.1,19,108.2,108.4,7
St Kilda,229/135 Inkerman St,2,u,380000,VB,Gary,26-07-2016,6.1,26,108.2,108.4,7.5
Toorak,27/789 Malvern Rd,2,u,380000,PI,Rodney,07-11-2016,4.6,41,108.6,108.2,9
Williamstown North,12/29 Champion Rd,2,u,380000,PI,Greg,18-06-2016,8.9,21,108.2,108.4,14.4
Windsor,1/43 Williams Rd,2,u,380000,VB,hockingstuart,16-07-2016,5.1,25,108.2,108.4,8.4
Aberfeldie,2/2 St Kinnord St,1,u,380000,S,Nelson,03-12-2016,9.1,45,109.4,108.6,11.7
Kingsbury,4/1 Oconnell St,2,u,380000,S,Barry,25-02-2017,12.4,57,109.4,108.6,16.5
South Kingsville,2/108 Blackshaws Rd,2,u,380000,VB,Oak,28-08-2016,9.1,31,108.6,108.2,11.9
Keilor Park,5/8 Swan St,2,t,380000,S,Nelson,10-09-2016,14.5,33,108.6,108.2,16.5
Moorabbin,6/1015 Nepean Hwy,1,u,380500,S,Ray,03-09-2016,14.6,32,108.6,108.2,17.1
Yarraville,9/51 Stephen St,2,u,381000,PI,Jas,11-02-2017,7,55,109.4,108.6,7.6
Yarraville,103/58 Ballarat St,1,u,381000,S,Sweeney,17-09-2016,7,34,108.6,108.2,8.3
Glen Iris,1/38 Edgar St,2,u,382000,SP,hockingstuart,16-07-2016,9.2,25,108.2,108.4,11.6
Glenroy,1/97 Plumpton Av,2,u,382000,S,Stockdale,28-08-2016,13,31,108.6,108.2,13.9
Hawthorn,2/472 Glenferrie Rd,1,u,382000,SP,Kay,28-05-2016,4.6,18,108.2,108.4,10.7
Thornbury,3/57 Pender St,1,u,383000,S,Love,19-11-2016,6.5,43,108.6,108.2,10.7
Ivanhoe,2/29 St Elmo Rd,1,u,385000,SP,hockingstuart,30-07-2016,7.9,27,108.2,108.4,11.2
Northcote,2/62 Cunningham St,1,u,385000,SP,McGrath,10-12-2016,5.5,46,109.4,108.6,6.4
Richmond,104/8 Howard St,1,u,385000,VB,RT,27-11-2016,2.6,44,108.6,108.2,5.1
St Kilda,26/12 Fitzroy St,1,u,385000,PI,hockingstuart,10-12-2016,6.1,46,109.4,108.6,6.8
St Kilda,4/27 Robe St,2,u,385000,VB,Harrington,18-06-2016,6.1,21,108.2,108.4,7.5
Southbank,716/22 Dorcas St,1,u,385500,S,LITTLE,04-03-2017,1.2,58,109.4,108.6,2.8
Melbourne,1615/250 Elizabeth St,1,u,386000,S,Dingle,10-09-2016,2.8,33,108.6,108.2,0.1
Pascoe Vale,9/12 Pascoe St,2,h,386000,S,D'Aprano,07-05-2016,9.9,15,108.2,108.4,13.3
Kensington,379 Racecourse Rd,1,t,387500,S,Nelson,28-05-2016,4.2,18,108.2,108.4,4.9
Sunshine West,19 Valentine Cr,3,h,388500,S,Barry,07-05-2016,13.5,15,108.2,108.4,15.2
Northcote,3/305 Heidelberg Rd,1,u,389000,SP,Nelson,25-02-2017,5.5,57,109.4,108.6,7.6
Alphington,5/5 Yarana Rd,2,u,390000,VB,Nelson,22-05-2016,6.4,17,108.2,108.4,9.3
Armadale,7/53 Wattletree Rd,1,u,390000,S,Jellis,14-05-2016,6.3,16,108.2,108.4,9.8
Ascot Vale,8/129 The Parade,1,u,390000,S,Alexkarbon,12-11-2016,5.9,42,108.6,108.2,7.6
Ascot Vale,18/54 Epsom Rd,2,u,390000,PI,Jellis,25-02-2017,5.9,57,109.4,108.6,7.3
Balwyn,9/204 Whitehorse Rd,1,h,390000,VB,Jellis,10-09-2016,9.7,33,108.6,108.2,11.7
Carlton North,26/174 Lee St,1,u,390000,S,Kelly,16-07-2016,3.2,25,108.2,108.4,2.9
Elwood,3/211 Brighton Rd,1,u,390000,VB,hockingstuart,25-02-2017,7.7,57,109.4,108.6,9.1
Essendon,3/7 Violet St,2,u,390000,VB,Nelson,18-06-2016,8,21,108.2,108.4,10.7
Glen Iris,4/68 Edgar St N,2,u,390000,S,hockingstuart,28-05-2016,9.2,18,108.2,108.4,11.5
Gowanbrae,24 Balerno Cir,3,h,390000,PI,Nelson,23-04-2016,13.6,13,108.2,108.4,17
Hampton,407/427 Hampton St,1,u,390000,VB,Hodges,18-06-2016,13.7,21,108.2,108.4,15.5
Hawthorn,207/17 Riversdale Rd,1,u,390000,VB,LITTLE,12-06-2016,4.6,20,108.2,108.4,7.5
Melbourne,719/55 Queens Rd,1,u,390000,VB,hockingstuart,08-10-2016,2.8,37,108.6,108.2,5.2
Melbourne,509/33 MacKenzie St,2,u,390000,PI,Dingle,30-07-2016,2.8,27,108.2,108.4,1.1
Port Melbourne,6/223 Esplanade Pl,1,u,390000,S,Cayzer,27-11-2016,3.8,44,108.6,108.2,3.8
Reservoir,4/7 Pershing St,2,u,390000,VB,Nelson,16-04-2016,11.2,12,108.2,108.4,12.1
Reservoir,2/14 Ludeman Ct,2,u,390000,SP,Love,30-07-2016,11.2,27,108.2,108.4,28.4
Richmond,603/120 Palmer St,1,u,390000,S,LITTLE,14-05-2016,2.6,16,108.2,108.4,4.7
St Kilda,12/352 Canterbury Rd,2,u,390000,VB,Buxton,11-02-2017,6.1,55,109.4,108.6,7
Glen Huntly,122/115 Neerim Rd,2,u,390000,S,Woodards,04-06-2016,10.4,19,108.2,108.4,13.6
Glen Huntly,10/21 Royal Av,2,u,390000,PI,Ray,14-05-2016,10.4,16,108.2,108.4,14.7
Altona,4/31 Millers Rd,2,u,391000,SP,Greg,11-02-2017,13.8,55,109.4,108.6,17.8
Flemington,1/15 Dartford St,2,u,391000,S,Nelson,08-10-2016,4.4,37,108.6,108.2,5.7
Richmond,7/42 Baker St,2,u,391000,SP,Caine,13-08-2016,2.6,29,108.6,108.2,3.8
Heidelberg West,37 Alamein Rd,3,h,392000,S,Barry,28-05-2016,9.4,18,108.2,108.4,14.1
St Kilda,25/52 Fitzroy St,1,u,392000,S,hockingstuart,12-11-2016,6.1,42,108.6,108.2,6.5
South Kingsville,2/77 Vernon St,2,h,392250,SP,Gunn&Co,24-09-2016,9.1,35,108.6,108.2,11.8
Elwood,9/400 Barkly St,1,u,392500,SP,Biggin,03-12-2016,7.7,45,109.4,108.6,10.4
Essendon North,2/10 Oshannassy St,2,u,393000,S,Brad,06-08-2016,9.4,28,108.6,108.2,13.1
Hawthorn,6/1 Power Av,1,u,393000,S,Jellis,28-08-2016,4.6,31,108.6,108.2,7.7
Gardenvale,2/32 Gardenia Rd,2,u,393000,SP,Biggin,14-05-2016,9.8,16,108.2,108.4,11.8
Brunswick West,111/2 Olive York Wy,2,u,395000,SP,Village,27-11-2016,5.9,44,108.6,108.2,9
Flemington,3/39 Dover St,2,u,395000,PI,Rendina,15-10-2016,4.4,38,108.6,108.2,6
Flemington,8/300 Racecourse Rd,1,u,395000,SP,Nelson,25-02-2017,4.4,57,109.4,108.6,4.4
Footscray,116/55 Hopkins St,2,u,395000,SP,Greg,28-05-2016,6.4,18,108.2,108.4,6.2
Kensington,1/16 Mawbey St,2,u,395000,PI,Nelson,23-04-2016,4.2,13,108.2,108.4,7.2
Kew,28/60 Harp Rd,1,u,395000,VB,Jellis,30-07-2016,5.6,27,108.2,108.4,10.1
Melbourne,16/30 Queens Rd,1,u,395000,S,hockingstuart,07-11-2016,2.8,41,108.6,108.2,4.7
Parkville,47/202 The Avenue,1,u,395000,SP,Woodards,11-02-2017,2.6,55,109.4,108.6,3.7
Reservoir,2/1 Clark St,1,h,395000,SP,Purplebricks,25-02-2017,11.2,57,109.4,108.6,13.1
St Kilda,5/72 Barkly St,1,u,395000,SP,Buxton,10-09-2016,6.1,33,108.6,108.2,7
Essendon North,2/17 Bulla Rd,2,u,396000,S,Barry,03-09-2016,9.4,32,108.6,108.2,12.9
Glenroy,2/14 Langton St,2,t,397500,S,Jellis,16-07-2016,13,25,108.2,108.4,13.9
Jacana,60 Lorraine Cr,3,h,398000,S,Barry,06-08-2016,14.5,28,108.6,108.2,21.1
Maribyrnong,8/10 Middle Rd,2,h,399000,S,Raine,07-05-2016,8.7,15,108.2,108.4,8.8
Armadale,1/2 Armadale St,1,u,400000,PI,hockingstuart,10-12-2016,6.3,46,109.4,108.6,9.6
Box Hill,3/5 Kent Rd,2,u,400000,VB,Ray,23-04-2016,13.1,13,108.2,108.4,20.5
Brunswick,3/9 Austin Tce,2,u,400000,S,Jellis,06-08-2016,5.2,28,108.6,108.2,6.6
Brunswick West,6/524 Moreland Rd,2,u,400000,SP,Nelson,10-12-2016,5.9,46,109.4,108.6,7.7
Brunswick West,3/447 Brunswick Rd,2,u,400000,S,Nelson,22-05-2016,5.9,17,108.2,108.4,5.5
Brunswick West,12/82 Hopetoun Av,2,u,400000,VB,Nelson,27-06-2016,5.9,22,108.2,108.4,7.9
Carnegie,1/6 Rigby Av,2,u,400000,VB,Gary,17-09-2016,11.4,34,108.6,108.2,16.1
Caulfield North,105/241 Balaclava Rd,1,u,400000,VB,Gary,28-08-2016,8.1,31,108.6,108.2,11.3
Doncaster,6/14 Firth St,2,u,400000,VB,Ross,08-10-2016,13.9,37,108.6,108.2,17
Eaglemont,4/143 Locksley Rd,1,u,400000,SP,Miles,28-05-2016,10.3,18,108.2,108.4,14.1
Fairfield,7/223 Station St,2,u,400000,VB,Nelson,10-09-2016,5.8,33,108.6,108.2,8.8
Glenroy,3/42 Pecham St,3,u,400000,VB,Nelson,23-04-2016,13,13,108.2,108.4,14.6
Hampton East,9/12 Bartlett St,2,u,400000,S,Greg,04-03-2017,14.5,58,109.4,108.6,17
Hawthorn,7/6 Osborne Ct,1,u,400000,PI,Biggin,15-10-2016,4.6,38,108.6,108.2,6.1
Heidelberg Heights,2/601 Upper Heidelberg Rd,2,u,400000,PI,hockingstuart,26-07-2016,10.5,26,108.2,108.4,13.4
Hughesdale,5/7 Warrigal Rd,2,u,400000,PI,Ray,17-09-2016,13,34,108.6,108.2,17.2
Kealba,42 Bellara Cr,3,h,400000,S,Nelson,08-10-2016,15,37,108.6,108.2,22.4
Maribyrnong,104/5 Ordnance Res,2,u,400000,SP,Biggin,12-11-2016,8.7,42,108.6,108.2,9.9
Maribyrnong,28 Blair St,2,t,400000,PI,Rendina,24-09-2016,8.7,35,108.6,108.2,10.9
Melbourne,605/55 Queens Rd,1,u,400000,PI,RT,03-09-2016,2.8,32,108.6,108.2,5.2
Melbourne,816/300 Swanston St,1,u,400000,VB,Greg,13-08-2016,2.8,29,108.6,108.2,1
Middle Park,5/143 Canterbury Rd,1,u,400000,S,RT,08-10-2016,4.1,37,108.6,108.2,5.3
Northcote,13/200 Westgarth St,1,u,400000,VB,Nelson,27-11-2016,5.5,44,108.6,108.2,7.2
Port Melbourne,14/200 Bay St,1,u,400000,VB,Greg,28-05-2016,3.8,18,108.2,108.4,4.6
Reservoir,2/54 Dumbarton St,2,t,400000,SP,Nelson,04-06-2016,11.2,19,108.2,108.4,15.7
Reservoir,1/73 Purinuan Rd,3,u,400000,PI,Ray,13-08-2016,11.2,29,108.6,108.2,15.1
Reservoir,3/11 Erskine Av,2,t,400000,VB,hockingstuart,22-05-2016,11.2,17,108.2,108.4,14.9
South Yarra,17/393 Toorak Rd,1,u,400000,S,LITTLE,14-05-2016,3.3,16,108.2,108.4,6.5
South Yarra,14/85 Caroline St,1,u,400000,S,hockingstuart,18-06-2016,3.3,21,108.2,108.4,4.6
St Kilda,14/89 Fitzroy St,1,u,400000,VB,Gary,07-05-2016,6.1,15,108.2,108.4,7
St Kilda,4/25 Jackson St,2,u,400000,PI,Biggin,14-05-2016,6.1,16,108.2,108.4,7.1
